duration,protocol,src_port,dst_port,src_bytes,dst_bytes,src_pkts,dst_pkts,syn_rate,ack_rate,psh_rate,avg_pkt_size,byte_std,flow_iat_mean,active_duration,is_land,label
0.048437,UDP,50758.0,53.0,86.0,248.0,2.0,2.0,0.0,0.0,0.0,94.25,44.36553,0.016145667,0.0,0,Benign
6.7e-05,TCP,57584.0,6881.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,6.7e-05,0.0,0,PortScan
117.61105,TCP,58646.0,80.0,18.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,3.207135,23.5,0.013037,0,DDoS
11.488057,TCP,48700.0,22.0,2008.0,2745.0,22.0,32.0,0.0,0.0,0.018518519,88.01852,188.2012,0.21675579,0.0,0,BruteForce
1.3e-05,TCP,34212.0,99.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,1.3e-05,0.0,0,PortScan
7e-05,TCP,50824.0,4443.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,7e-05,0.0,0,PortScan
5.2e-05,TCP,8080.0,2977.0,6.0,6.0,1.0,1.0,0.0,0.5,0.0,9.0,0.0,5.2e-05,0.0,0,Botnet
0.000201,TCP,55720.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.0001005,0.0,0,BruteForce
4.9e-05,TCP,443.0,52609.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,4.9e-05,0.0,0,Benign
0.030585,UDP,57926.0,53.0,68.0,164.0,2.0,2.0,0.0,0.0,0.0,66.5,26.290682,0.010195,0.0,0,Benign
4e-06,TCP,38460.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,4e-06,0.0,0,DDoS
1.6e-05,TCP,47452.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.6e-05,0.0,0,BruteForce
0.077139,UDP,54764.0,53.0,156.0,302.0,4.0,2.0,0.0,0.0,0.0,82.833336,54.650406,0.0154278,0.0,0,Benign
0.136498,UDP,61838.0,53.0,61.0,110.0,1.0,1.0,0.0,0.0,0.0,116.0,28.290163,0.136498,0.0,0,Benign
4.2e-05,TCP,37536.0,8200.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.2e-05,0.0,0,PortScan
3e-06,TCP,56210.0,21.0,14.0,0.0,2.0,0.0,0.5,0.5,0.0,14.0,8.082904,3e-06,0.0,0,BruteForce
100.51057,TCP,53232.0,80.0,376.0,11595.0,9.0,6.0,0.0,0.06666667,0.0,798.06665,1578.5255,7.179326,0.000913,0,DDoS
1.5e-05,TCP,52838.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5e-05,0.0,0,DDoS
110.294136,TCP,52212.0,443.0,12.0,0.0,12.0,12.0,0.0,0.041666668,0.0,0.5416667,0.50990194,4.7953973,0.024256364,0,Benign
3.4e-05,TCP,42392.0,1091.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,3.4e-05,0.0,0,PortScan
0.023947,UDP,60682.0,53.0,52.0,114.0,1.0,1.0,0.0,0.0,0.0,109.0,35.795715,0.023947,0.0,0,Benign
0.183068,TCP,56584.0,443.0,871.0,86570.0,35.0,60.0,0.0,0.0,0.010526316,920.4316,816.2515,0.0019475318,0.0,0,Benign
12.343276,TCP,49060.0,22.0,2008.0,2745.0,21.0,32.0,0.0,0.0,0.018867925,89.679245,189.59027,0.23737068,0.0,0,BruteForce
98.89594,TCP,37908.0,80.0,378.0,11595.0,6.0,6.0,0.0,0.083333336,0.0,997.75,1497.7832,8.99054,0.000504,0,DDoS
12.334273,TCP,51282.0,22.0,2008.0,2745.0,21.0,32.0,0.0,0.0,0.018867925,89.679245,189.59027,0.23719756,0.0,0,BruteForce
12.968389,TCP,48172.0,22.0,2008.0,2745.0,21.0,32.0,0.0,0.0,0.018867925,89.679245,189.59027,0.24939209,0.0,0,BruteForce
0.000154,UDP,63670.0,53.0,88.0,120.0,2.0,2.0,0.0,0.0,0.0,63.0,8.763561,5.1333333e-05,0.0,0,Benign
99.1159,TCP,56826.0,80.0,316.0,11595.0,5.0,8.0,0.0,0.0,0.0,916.6923,1345.3008,8.259658,0.01098,0,DDoS
0.03083,UDP,51359.0,53.0,76.0,236.0,2.0,2.0,0.0,0.0,0.0,87.5,43.817806,0.010276667,0.0,0,Benign
8.72698,TCP,54546.0,21.0,102.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.083333,12.533289,0.3794339,0.0,0,BruteForce
2e-06,TCP,55604.0,53516.0,2065.0,0.0,2.0,0.0,0.5,0.5,0.0,2065.0,1192.2283,2e-06,0.0,0,Benign
0.071316,UDP,62151.0,53.0,46.0,189.0,1.0,1.0,0.0,0.0,0.0,140.5,82.56109,0.071316,0.0,0,Benign
0.000152,UDP,64255.0,53.0,62.0,94.0,2.0,2.0,0.0,0.0,0.0,46.75,8.763561,5.066667e-05,0.0,0,Benign
105.645676,TCP,54872.0,80.0,2541.0,6.0,16.0,3.0,0.0,0.0,0.05263158,134.05263,117.573395,5.869204,4.707526,0,DDoS
0.000175,UDP,64334.0,53.0,86.0,142.0,2.0,2.0,0.0,0.0,0.0,67.75,15.336231,5.833333e-05,0.0,0,Benign
100.39088,TCP,37700.0,80.0,365.0,11595.0,6.0,8.0,0.0,0.0,0.0,854.7143,1523.8363,7.7223754,0.013017,0,DDoS
0.066086,TCP,51732.0,8080.0,207.0,134.0,4.0,3.0,0.0,0.0,0.14285715,48.714287,75.57577,0.011014333,0.0,0,Botnet
7.799909,TCP,58202.0,21.0,110.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.416667,12.815745,0.33912647,0.0,0,BruteForce
0.105328,TCP,52367.0,80.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.105328,0.0,0,Benign
3e-06,TCP,56744.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,DDoS
5e-06,TCP,40482.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,5e-06,0.0,0,DDoS
5.7e-05,TCP,47700.0,30.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,5.7e-05,0.0,0,PortScan
6.5e-05,TCP,45002.0,1011.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,6.5e-05,0.0,0,PortScan
0.000202,UDP,42831.0,53.0,62.0,318.0,2.0,2.0,0.0,0.0,0.0,102.75,70.10849,6.7333334e-05,0.0,0,Benign
42.67308,UDP,61065.0,53.0,83.0,212.0,2.0,2.0,0.0,0.0,0.0,84.25,35.23918,14.2,0.061154,0,Benign
4.2e-05,TCP,38529.0,34573.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.2e-05,0.0,0,PortScan
85.16006,TCP,34946.0,80.0,366.0,11595.0,5.0,7.0,0.0,0.0,0.0,997.25,1497.6049,7.741823,0.010942,0,DDoS
6.6e-05,TCP,41654.0,3325.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,6.6e-05,0.0,0,PortScan
9e-06,TCP,42252.0,6699.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,9e-06,0.0,0,PortScan
0.0,TCP,53419.0,443.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,Benign
0.000163,UDP,60434.0,53.0,72.0,104.0,2.0,2.0,0.0,0.0,0.0,53.0,8.763561,5.4333334e-05,0.0,0,Benign
118.79401,TCP,49537.0,443.0,1441.0,100799.0,58.0,76.0,0.0,0.0,0.0074626864,762.98505,803.2379,0.893188,1.062196,0,Benign
9.513427,TCP,58744.0,21.0,107.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.291667,12.695144,0.41362724,0.0,0,BruteForce
8.999817,TCP,53126.0,443.0,0.0,0.0,3.0,0.0,0.0,0.0,0.33333334,0.0,0.0,4.4999084,2.999489,0,Benign
84.67214,TCP,50066.0,80.0,372.0,11595.0,5.0,7.0,0.0,0.0,0.0,997.75,1714.2063,7.6974673,0.009999,0,DDoS
0.024522,UDP,63017.0,53.0,94.0,180.0,2.0,2.0,0.0,0.0,0.0,80.25,23.55207,0.008174,0.0,0,Benign
4.2e-05,TCP,58548.0,21.0,14.0,0.0,2.0,0.0,0.5,0.5,0.0,14.0,8.082904,4.2e-05,0.0,0,BruteForce
6.9e-05,TCP,54368.0,259.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,6.9e-05,0.0,0,PortScan
3.7e-05,TCP,37294.0,389.0,0.0,0.0,1.0,4.0,0.0,0.2,0.0,0.0,0.0,9.25e-06,0.0,0,Benign
0.070207,TCP,53899.0,8080.0,208.0,134.0,4.0,3.0,0.0,0.0,0.14285715,48.857143,75.86407,0.011701167,0.0,0,Botnet
3e-06,TCP,43882.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,DDoS
106.757545,TCP,34624.0,80.0,529.0,0.0,4.0,3.0,0.0,0.0,0.14285715,75.57143,183.42023,17.8,0.005352,0,DDoS
61.68392,TCP,56948.0,443.0,1161.0,5671.0,17.0,19.0,0.0,0.0,0.027777778,189.77777,352.56924,1.7623976,3.474974,0,Benign
2e-06,TCP,34164.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,2e-06,0.0,0,DDoS
0.232702,TCP,54286.0,443.0,871.0,63051.0,20.0,46.0,0.0,0.0,0.015151516,968.51514,767.56134,0.0035800308,0.0,0,Benign
4.4e-05,TCP,33562.0,1334.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.4e-05,0.0,0,PortScan
0.00016,UDP,52300.0,53.0,86.0,118.0,2.0,2.0,0.0,0.0,0.0,61.75,8.763561,5.3333333e-05,0.0,0,Benign
0.030512,UDP,60343.0,53.0,51.0,67.0,1.0,1.0,0.0,0.0,0.0,84.5,9.237604,0.030512,0.0,0,Benign
0.000289,TCP,56442.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.0001445,0.0,0,BruteForce
85.1602,TCP,58858.0,80.0,306.0,11595.0,8.0,5.0,0.0,0.07692308,0.0,915.46155,2095.2617,7.096683,0.001004,0,DDoS
0.139553,UDP,60467.0,53.0,56.0,204.0,1.0,1.0,0.0,0.0,0.0,158.0,85.44784,0.139553,0.0,0,Benign
0.000134,UDP,44161.0,53.0,102.0,224.0,2.0,2.0,0.0,0.0,0.0,94.25,33.411076,4.4666667e-05,0.0,0,Benign
9.276061,TCP,58358.0,21.0,115.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.625,12.994615,0.403307,0.0,0,BruteForce
4.3e-05,TCP,49458.0,873.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.3e-05,0.0,0,PortScan
98.732025,TCP,39092.0,80.0,377.0,11595.0,8.0,6.0,0.0,0.071428575,0.0,855.1429,1620.8066,7.594771,8e-06,0,DDoS
98.43378,TCP,44122.0,80.0,354.0,11595.0,8.0,6.0,0.0,0.071428575,0.0,853.5,1424.5613,7.571829,0.001,0,DDoS
4e-06,TCP,38085.0,443.0,53.0,0.0,2.0,0.0,0.5,0.5,0.0,53.0,30.599564,4e-06,0.0,0,Benign
0.000274,TCP,58524.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.000137,0.0,0,BruteForce
0.023079,UDP,60555.0,53.0,49.0,65.0,1.0,1.0,0.0,0.0,0.0,81.5,9.237604,0.023079,0.0,0,Benign
0.08598,TCP,2112.0,80.0,426.0,2266.0,3.0,5.0,0.0,0.0,0.125,336.5,519.31506,0.012282858,0.0,0,Benign
7.5e-05,TCP,50564.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,7.5e-05,0.0,0,BruteForce
68.023415,UDP,123.0,123.0,96.0,96.0,2.0,2.0,0.0,0.0,0.0,60.0,0.0,22.7,0.023622,0,Benign
0.00026,UDP,55965.0,53.0,64.0,320.0,2.0,2.0,0.0,0.0,0.0,104.0,70.10849,8.666667e-05,0.0,0,Benign
14.131552,TCP,46464.0,22.0,2072.0,2745.0,23.0,34.0,0.0,0.0,0.01754386,84.50877,183.88806,0.25234914,0.0,0,BruteForce
0.079451,TCP,2107.0,8080.0,206.0,134.0,4.0,3.0,0.0,0.0,0.14285715,48.57143,75.28802,0.013241833,0.0,0,Botnet
4.2e-05,TCP,52762.0,1812.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4.2e-05,0.0,0,PortScan
0.023368,UDP,61449.0,53.0,45.0,110.0,1.0,1.0,0.0,0.0,0.0,100.0,37.527767,0.023368,0.0,0,Benign
3e-06,TCP,80.0,34266.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,Benign
3e-06,TCP,56098.0,21.0,14.0,0.0,2.0,0.0,0.5,0.5,0.0,14.0,8.082904,3e-06,0.0,0,BruteForce
65.44433,TCP,34377.0,443.0,1144.0,5484.0,15.0,15.0,0.0,0.0,0.033333335,220.93333,574.4853,2.256701,0.15264967,0,Benign
10.256284,TCP,57686.0,21.0,102.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.083333,12.503333,0.4459254,0.0,0,BruteForce
3e-05,TCP,45724.0,35500.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,3e-05,0.0,0,PortScan
0.061135,UDP,58695.0,53.0,128.0,256.0,4.0,2.0,0.0,0.0,0.0,69.333336,46.843204,0.012227,0.0,0,Benign
0.088911,TCP,3021.0,8080.0,210.0,134.0,4.0,3.0,0.0,0.0,0.14285715,49.142857,76.44232,0.0148185,0.0,0,Botnet
3e-06,TCP,39832.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,DDoS
3e-06,TCP,8080.0,52917.0,6.0,6.0,1.0,1.0,0.0,0.5,0.0,9.0,0.0,3e-06,0.0,0,Botnet
3e-06,TCP,80.0,52114.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,Benign
0.000549,UDP,60831.0,53.0,44.0,204.0,1.0,1.0,0.0,0.0,0.0,146.0,92.376045,0.000549,0.0,0,Benign
115.1099,TCP,54744.0,80.0,327.0,4617.0,16.0,16.0,0.0,0.0,0.03125,154.5,450.76932,3.7132227,0.024325455,0,Benign
0.001221,TCP,34582.0,21.0,0.0,0.0,3.0,1.0,0.0,0.0,0.25,0.0,0.0,0.000407,0.0,0,PortScan
0.144271,UDP,8949.0,53.0,60.0,228.0,2.0,2.0,0.0,0.0,0.0,79.5,46.008694,0.04809033,0.0,0,Benign
0.031995,UDP,56415.0,53.0,78.0,110.0,2.0,2.0,0.0,0.0,0.0,56.75,8.763561,0.010665,0.0,0,Benign
5.6e-05,TCP,36284.0,5221.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,5.6e-05,0.0,0,PortScan
0.294598,TCP,59191.0,443.0,871.0,86533.0,22.0,58.0,0.0,0.0,0.0125,1092.55,821.6912,0.0037290887,0.0,0,Benign
5e-05,TCP,33503.0,4899.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,5e-05,0.0,0,PortScan
0.060879,UDP,61123.0,53.0,44.0,174.0,1.0,1.0,0.0,0.0,0.0,131.0,75.055534,0.060879,0.0,0,Benign
9.926966,TCP,56010.0,21.0,109.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.375,12.712592,0.43160722,0.0,0,BruteForce
99.928734,TCP,58756.0,80.0,326.0,11595.0,7.0,6.0,0.0,0.07692308,0.0,917.0,1667.4916,8.327395,4e-06,0,DDoS
0.207255,TCP,54566.0,443.0,871.0,165443.0,47.0,105.0,0.0,0.0,0.0065789474,1094.171,878.2338,0.0013725497,0.0,0,Benign
3.7e-05,TCP,51892.0,4003.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,3.7e-05,0.0,0,PortScan
70.87178,UDP,60712.0,53.0,105.0,476.0,2.0,2.0,0.0,0.0,0.0,156.0,107.23432,23.6,0.072689,0,Benign
4e-05,TCP,41822.0,587.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,4e-05,0.0,0,PortScan
0.048312,UDP,60994.0,53.0,54.0,115.0,1.0,1.0,0.0,0.0,0.0,111.5,35.218365,0.048312,0.0,0,Benign
3e-06,TCP,443.0,34436.0,31.0,0.0,2.0,0.0,0.5,0.5,0.0,31.0,17.897858,3e-06,0.0,0,Benign
100.840485,TCP,47662.0,80.0,404.0,11595.0,5.0,8.0,0.0,0.0,0.0,923.46155,1342.7505,8.403374,0.010992,0,DDoS
98.33169,TCP,46948.0,80.0,364.0,11595.0,7.0,5.0,0.0,0.083333336,0.0,996.5833,2164.5146,8.939245,0.004016,0,DDoS
96.97743,TCP,47662.0,80.0,306.0,11595.0,7.0,6.0,0.0,0.07692308,0.0,915.46155,1667.9849,8.081453,0.000733,0,DDoS
1.283448,TCP,54226.0,22.0,2728.0,6634.0,41.0,42.0,0.0,0.0,0.012048192,112.79518,241.64279,0.015651805,0.0,0,Benign
0.080045,UDP,63531.0,53.0,84.0,194.0,2.0,2.0,0.0,0.0,0.0,80.0,30.12474,0.026681665,0.0,0,Benign
4.1e-05,TCP,33830.0,3011.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.1e-05,0.0,0,PortScan
0.011,TCP,50220.0,80.0,18.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,2.6832817,0.0036666668,0.0,0,DDoS
117.434006,TCP,49148.0,443.0,695.0,12168.0,26.0,23.0,0.0,0.0,0.020408163,262.5102,519.32404,2.446542,0.14151008,0,Benign
0.000246,TCP,55752.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.000123,0.0,0,BruteForce
99.50174,TCP,35800.0,80.0,363.0,11595.0,7.0,6.0,0.0,0.07692308,0.0,919.8461,1460.1936,8.291812,0.000192,0,DDoS
0.000214,UDP,55809.0,53.0,82.0,114.0,2.0,2.0,0.0,0.0,0.0,59.25,8.763561,7.1333336e-05,0.0,0,Benign
2e-06,TCP,56410.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,2e-06,0.0,0,DDoS
9.7e-05,TCP,46174.0,2048.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,9.7e-05,0.0,0,PortScan
3e-06,TCP,57232.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,DDoS
0.06709,TCP,53827.0,80.0,426.0,2266.0,3.0,4.0,0.0,0.0,0.14285715,384.57144,793.75903,0.011181667,0.0,0,Benign
6.4e-05,TCP,443.0,44870.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,6.4e-05,0.0,0,Benign
0.677383,TCP,53823.0,443.0,940.0,3532.0,7.0,9.0,0.0,0.0,0.0625,279.5,516.4604,0.045158867,0.0,0,Benign
0.061604,UDP,61721.0,53.0,54.0,116.0,1.0,1.0,0.0,0.0,0.0,112.0,35.795715,0.061604,0.0,0,Benign
2.8e-05,TCP,34266.0,4550.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,2.8e-05,0.0,0,PortScan
7.3e-05,TCP,59222.0,12345.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,7.3e-05,0.0,0,PortScan
0.038152,UDP,59555.0,53.0,88.0,158.0,2.0,2.0,0.0,0.0,0.0,72.5,19.17029,0.012717333,0.0,0,Benign
0.099645,UDP,65163.0,53.0,86.0,206.0,2.0,2.0,0.0,0.0,0.0,83.75,32.863354,0.033215,0.0,0,Benign
0.250288,TCP,52736.0,443.0,541.0,13112.0,15.0,13.0,0.0,0.0,0.035714287,487.60715,846.6676,0.009269926,0.0,0,Benign
5.3e-05,TCP,54368.0,19315.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,5.3e-05,0.0,0,PortScan
3.4e-05,TCP,44511.0,5825.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,3.4e-05,0.0,0,PortScan
3e-06,TCP,443.0,58475.0,37.0,0.0,2.0,0.0,0.5,0.5,0.0,37.0,21.36196,3e-06,0.0,0,Benign
0.279561,TCP,51723.0,8080.0,213.0,141.0,5.0,4.0,0.0,0.0,0.11111111,39.333332,68.37023,0.034945127,0.0,0,Botnet
0.000244,UDP,60213.0,53.0,68.0,196.0,2.0,2.0,0.0,0.0,0.0,74.5,35.054245,8.133334e-05,0.0,0,Benign
0.000992,TCP,48642.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.000992,0.0,0,DDoS
0.000173,UDP,56493.0,53.0,84.0,116.0,2.0,2.0,0.0,0.0,0.0,60.5,8.763561,5.7666668e-05,0.0,0,Benign
85.60289,TCP,50694.0,80.0,290.0,11595.0,10.0,6.0,0.0,0.0625,0.0,742.8125,1539.1292,5.706859,0.000962,0,DDoS
0.148745,TCP,53100.0,443.0,871.0,42310.0,20.0,30.0,0.0,0.0,0.02,863.62,870.57306,0.0030356124,0.0,0,Benign
9.4e-05,TCP,443.0,58667.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,9.4e-05,0.0,0,Benign
0.004755,TCP,443.0,54535.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.004755,0.0,0,Benign
4.3e-05,TCP,45002.0,1002.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.3e-05,0.0,0,PortScan
3e-06,TCP,40586.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,3e-06,0.0,0,DDoS
0.00024,TCP,54792.0,21.0,14.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,9.333333,8.082904,0.00012,0.0,0,BruteForce
11.165795,TCP,46700.0,22.0,2008.0,2745.0,20.0,33.0,0.0,0.0,0.018867925,89.679245,189.59027,0.21472684,0.0,0,BruteForce
0.062884,TCP,4081.0,8080.0,206.0,134.0,4.0,3.0,0.0,0.0,0.14285715,48.57143,75.28802,0.0104806665,0.0,0,Botnet
4e-06,TCP,443.0,49754.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,4e-06,0.0,0,Benign
85.34312,TCP,40094.0,80.0,375.0,11595.0,4.0,6.0,0.0,0.0,0.0,1197.6,1578.0411,9.482569,0.0,0,DDoS
98.762726,TCP,50778.0,80.0,760.0,11595.0,7.0,7.0,0.0,0.0,0.0,882.9286,1411.525,7.597133,0.027017,0,DDoS
0.023233,UDP,61238.0,53.0,41.0,73.0,1.0,1.0,0.0,0.0,0.0,77.5,18.475208,0.023233,0.0,0,Benign
0.000215,UDP,31865.0,53.0,68.0,132.0,2.0,2.0,0.0,0.0,0.0,58.5,17.527122,7.166666e-05,0.0,0,Benign
5e-05,TCP,443.0,41278.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,5e-05,0.0,0,Benign
4.3e-05,TCP,59328.0,1185.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.3e-05,0.0,0,PortScan
0.142176,TCP,37246.0,80.0,0.0,1983.0,1.0,3.0,0.0,0.25,0.0,495.75,886.8246,0.047392,0.0,0,DDoS
0.00023,UDP,16133.0,53.0,86.0,204.0,2.0,2.0,0.0,0.0,0.0,83.25,32.31563,7.666666e-05,0.0,0,Benign
0.030871,UDP,63797.0,53.0,84.0,152.0,2.0,2.0,0.0,0.0,0.0,69.5,18.622566,0.010290333,0.0,0,Benign
2e-06,TCP,51344.0,80.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,2e-06,0.0,0,DDoS
9.020279,TCP,59608.0,21.0,107.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.291667,12.695144,0.39218605,0.0,0,BruteForce
0.030937,UDP,61109.0,53.0,44.0,204.0,1.0,1.0,0.0,0.0,0.0,146.0,92.376045,0.030937,0.0,0,Benign
0.002204,UDP,36845.0,53.0,84.0,160.0,2.0,2.0,0.0,0.0,0.0,71.5,20.813457,0.0007346667,0.0,0,Benign
98.69569,TCP,35996.0,80.0,364.0,11595.0,6.0,5.0,0.0,0.09090909,0.0,1087.1818,2559.8765,9.869569,5e-06,0,DDoS
4.8e-05,TCP,51903.0,10004.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.8e-05,0.0,0,PortScan
98.74787,TCP,48364.0,80.0,358.0,11595.0,8.0,7.0,0.0,0.06666667,0.0,796.86664,1486.9338,7.0534196,0.001003,0,DDoS
5.6e-05,TCP,34025.0,62078.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,5.6e-05,0.0,0,PortScan
5.968949,TCP,58699.0,443.0,635.0,168.0,7.0,4.0,0.0,0.0,0.09090909,73.0,150.84879,0.59689486,0.173997,0,Benign
0.000209,TCP,443.0,50443.0,37.0,0.0,2.0,1.0,0.33333334,0.33333334,0.0,24.666666,21.36196,0.0001045,0.0,0,Benign
4e-06,TCP,48416.0,2170.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4e-06,0.0,0,PortScan
86.12779,UDP,60239.0,53.0,114.0,238.0,2.0,2.0,0.0,0.0,0.0,102.0,46.677616,28.7,0.06949,0,Benign
4.4e-05,TCP,49008.0,8192.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,5.0,2.309401,4.4e-05,0.0,0,PortScan
110.4107,TCP,51986.0,443.0,9334.0,3344.0,21.0,22.0,0.0,0.0,0.023255814,294.83722,735.13635,2.628826,0.146227,0,Benign
8.5e-05,TCP,48758.0,22.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8.5e-05,0.0,0,BruteForce
0.000234,TCP,443.0,49792.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.000234,0.0,0,Benign
0.121758,UDP,61788.0,53.0,40.0,123.0,1.0,1.0,0.0,0.0,0.0,101.5,47.92007,0.121758,0.0,0,Benign
8.620046,TCP,55780.0,21.0,108.0,188.0,9.0,15.0,0.0,0.0,0.041666668,12.333333,12.697375,0.3747846,0.0,0,BruteForce
0.02373,UDP,123.0,123.0,48.0,48.0,1.0,1.0,0.0,0.0,0.0,72.0,0.0,0.02373,0.0,0,Benign
61.29684,TCP,48604.0,80.0,309.0,6899.0,26.0,26.0,0.0,0.0,0.01923077,138.61539,490.34375,1.2018987,0.96617,0,Benign
1.000658,TCP,4747.0,8080.0,0.0,18.0,3.0,3.0,0.0,0.0,0.16666667,3.0,3.207135,0.2001316,0.0,0,Botnet
5.2e-05,TCP,35016.0,5431.0,0.0,6.0,1.0,1.0,0.0,0.0,0.5,3.0,3.4641016,5.2e-05,0.0,0,PortScan
0.060637,UDP,7675.0,53.0,84.0,284.0,2.0,2.0,0.0,0.0,0.0,102.5,54.772255,0.020212334,0.0,0,Benign
98.22576,TCP,42518.0,80.0,347.0,11595.0,8.0,6.0,0.0,0.071428575,0.0,853.0,1795.2178,7.5558276,0.001,0,DDoS
0.040617,UDP,60593.0,53.0,86.0,210.0,2.0,2.0,0.0,0.0,0.0,84.75,33.958797,0.013539,0.0,0,Benign
